2023-07-08 00:38,EASY,00:01:00,0
2023-07-07 23:02,MEDIUM,00:01:00,20
2023-07-07 22:56,MEDIUM,00:00:44,7.5
2023-07-07 22:52,EASY,00:00:28,0
2023-07-07 01:36,HARD,00:01:00,0
2023-07-07 01:33,HARD,00:00:51,0
2023-07-07 01:29,HARD,00:00:49,5
2023-07-05 16:12,MEDIUM,00:00:06,0
2023-07-05 10:13,MEDIUM,00:00:27,2.5
2023-07-05 10:10,EASY,00:00:26,2.5
2023-07-05 02:35,EASY,00:00:05,0
